Interactuo,QuienTieneLentes,Rol,Horadeldia,Diadelasemana,Asignatura,RamosAsociados,Sexo,Evaluacionalcurso,Evaluaciondelcursoalalumno,Arte,Ciencias,Fisica,Historia,Lenguaje,Matematica,Tecnologica,Notaspond,Promedio,VistasAlProf,VistasDelProf,VistasAlAlmno,VistasDelAlmno,NivelAcademico,filter_$,,,,,,,,
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
1,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,16,0,1,3,0,0,1,"3,8","4,70",6,4,7,4,4,4,4,5,5,"6,48","6,44","5,69","5,11","1,00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
1,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
0,22,0,1,3,0,0,1,"5,3","4,30",6,5,7,4,5,4,6,5,5,",32","7,75","2,01","2,15",",00",",00"
